minp_maxp_rt_mz,score
18_452,0.03702376644668348
68_789,0.03649136958495891
102_690,0.03647925984529543
116_514,0.03597209543090951
232_650,0.03573822411901739
76_549,0.03537106825807168
90_635,0.03516468650597915
236_650,0.03494613965889126
130_790,0.034521836936225014
63_851,0.034442838051274016
214_724,0.03378866583780038
88_635,0.03374709293641853
192_709,0.03340781923809821
313_870,0.03320608939841563
69_770,0.03316488892152014
117_650,0.03293686139504892
130_650,0.0329019401563273
88_526,0.03269342742251524
129_650,0.03255017837611751
120_555,0.03227348958400178
112_639,0.03222270923249315
139_651,0.03216692558752099
115_559,0.0318667785880975
158_717,0.031595532248481106
64_851,0.03151653845211211
5_449,0.0314084161219248
155_724,0.03120764328853065
29_452,0.030537572025632898
85_581,0.030266060932172767
115_639,0.029968261367302684
285_650,0.029940265048071346
97_646,0.029363711338733278
149_650,0.029055118842130856
254_594,0.02873776832293773
133_678,0.028406105714923413
36_452,0.027809971689869428
329_650,0.027613273394797133
82_690,0.027521694251892104
69_571,0.026833123942648474
88_626,0.02673630902365387
157_717,0.026574272042951375
250_650,0.026201847184137428
129_559,0.025450173282078214
16_432,0.025148666470691694
245_942,0.024046118769459834
111_667,0.023806424373918222
261_650,0.023655031040676455
203_650,0.023587892771049557
130_590,0.02311576268648885
125_650,0.022522219178042313
85_627,0.02229410214400973
125_559,0.02204392181045467
121_678,0.022001503717012927
174_664,0.02174504374961117
86_628,0.021568017775725146
89_635,0.02153965181967532
147_684,0.021318158610273752
134_853,0.020975126282681167
98_662,0.020896180066893866
115_581,0.02066346166206312
40_452,0.020357759402600983
12_452,0.01977136800715673
161_671,0.019578103400525126
129_731,0.01849788881574188
204_650,0.017836783640380993
98_619,0.01767393860181432
106_682,0.01763908584018603
73_558,0.01760524153155174
112_613,0.01735637025068737
135_740,0.01727178149501185
319_650,0.016947569288845443
77_594,0.01681561104471596
116_705,0.01680729426816585
171_757,0.01654475135907374
117_559,0.016474272730864215
120_650,0.016385016499488536
215_771,0.016194907828382288
113_559,0.01598800783796195
324_650,0.015953337894660802
153_671,0.015857152456231205
173_724,0.015385815822944515
312_650,0.015340197976613013
143_684,0.014896688708410544
143_812,0.01486354753510799
282_650,0.01442645314635893
143_651,0.014155743312993518
98_645,0.013706640016755589
65_751,0.01344720294337165
311_650,0.013190565884672711
86_605,0.01318253896936028
4_452,0.013159459965851994
142_650,0.013094833162057284
107_678,0.013094127069813055
86_626,0.01286329940524844
153_776,0.01280901425879799
189_790,0.012520560170691475
260_650,0.012306055303426433
213_724,0.011905784647952888
275_709,0.011241125298267818
249_594,0.011201939513472148
61_549,0.010853851848756424
266_650,0.01050117306548426
154_671,0.010222225625340364
80_572,0.00969259983917592
192_699,0.009315501963671036
95_626,0.009305757084073552
127_618,0.009117735065682364
70_843,0.008217310183660231
21_432,0.008202938736688203
82_626,0.008187005761199018
203_738,0.00797596632372155
192_790,0.007874508582890627
118_627,0.007133823965158381
330_650,0.006756400294829046
179_724,0.006719349310383205
157_667,0.006455000715921422
138_853,0.006365152064818691
20_452,0.006155969120679394
68_751,0.005870362171906507
202_738,0.005634158170560344
145_650,0.005483390589646753
246_594,0.00542640412462303
234_650,0.004958571150341484
107_667,0.004859566688149464
161_724,0.004852238041288537
112_533,0.004633589117888803
252_594,0.0045792942346940535
320_650,0.004518167034752274
139_684,0.004415107901937887
148_684,0.004042176886794646
112_640,0.00392551035224864
246_942,0.0037012159744769235
262_650,0.0029560684854805785
116_598,0.002897846425099271
112_667,0.00274870859411136
147_650,0.0027086768570359077
124_559,0.002587870432034567
223_650,0.0016738870477355228
76_572,0.0010253333589309577
255_650,0.0008393658178942331
120_651,0.0003825866207494144
72_549,0.0002644637172171116
80_721,8.954391426385655e-05
